Track,Date,RaceNum,DogName,Box,Trainer,Grade,Dist,Actual_Place,Weight,Actual_SP,Margin,EarlySpeed,Split_Time,Actual_Time,Sire,Dam,Sex,Birthday,Sec_Per_Meter
Warrnambool,03 Feb 25,12,AGGREGATE,3,A Gibbons,Grade 5,390,7,31.8,10.60,9.73,M,9.11,23.01,Superior Panama,It's A Fling,D,16 Feb 2022,0.0590000000
Warrnambool,03 Feb 25,12,DROP FIFTY,4,P Herry,Grade 5,390,6,35.5,49.20,6.01,M,8.99,22.75,My Bro Fabio,Timtams For Bams,D,13 Nov 2020,0.0583333333
Warrnambool,03 Feb 25,12,MIGHTY MOLLY,5,P Keane,Grade 5,390,4,28.6,10.20,4.80,M,8.83,22.66,Zambora Brockie,Sisco Sizzle,B,30 Jan 2021,0.0581025641
Warrnambool,03 Feb 25,12,SAINT MADIX,6,P Byrne,Grade 5,390,5,35.5,27.60,5.76,S,9.10,22.73,Aston Kimetto,Miss Lava,D,31 Jan 2021,0.0582820513
Warrnambool,03 Feb 25,12,IMPRESS JOE,7,R Gavin,Grade 5,390,3,28.4,4.90,3.44,M,8.60,22.57,Fernando Bale,She's Salacious,D,06 May 2022,0.0578717949
Warrnambool,03 Feb 25,12,FIERY DUEL,8,A Gibbons,Grade 5,390,1,31.1,4.10,0,M,8.62,22.33,Fernando Bale,It's A Jewel,D,22 Mar 2021,0.0572564103
Warragul,04 Feb 25,1,TERRITORY ROSE,1,J Selleck,Maiden,400,6,30.0,5.50,12.14,M,8.67,23.61,Bernardo,Aeroplane Rose,B,25 Feb 2023,0.0590250000
Warragul,04 Feb 25,1,SPICY SEDUCTION,2,R Kerr,Maiden,400,2,28.3,6.90,5.21,S,8.79,23.12,Aston Rupee,Lavish Diamond,B,07 Jul 2023,0.0578000000
Warragul,04 Feb 25,1,HOW DELIGHTFUL,3,J Sharp,Maiden,400,7,27.8,7.70,12.53,S,8.65,23.63,Shima Shine,Love Heart,B,26 Jul 2023,0.0590750000
Warragul,04 Feb 25,1,DOONGALLA BAGGER,4,L Langley,Maiden,400,5,33.0,9.50,9.43,M,8.72,23.42,Bernardo,Ashby Mayhem,D,28 Nov 2022,0.0585500000
Warragul,04 Feb 25,1,WHY NOT HAYDEN,6,L Carter,Maiden,400,4,31.9,4.00,6.34,M,8.35,23.20,My Redeemer,Why Not Luv,D,23 Feb 2023,0.0580000000
Warragul,04 Feb 25,1,WINIFRED MARY,7,D Crawford,Maiden,400,1,29.9,3.50,0,M,8.28,22.76,Aston Rupee,Ants In Pants,B,18 Apr 2023,0.0569000000
Warragul,04 Feb 25,1,PRIDE OF ANGUS,8,K Minne,Maiden,400,3,40.8,12.60,5.44,S,8.49,23.14,Koblenz,Stareena,D,29 Aug 2022,0.0578500000
Warragul,04 Feb 25,2,GENERAL ATTITUDE,1,D Selleck,Maiden,400,2,34.4,4.80,5.14,M,8.32,23.08,Bernardo,Sunset Believer,D,17 Nov 2022,0.0577000000
Warragul,04 Feb 25,2,WARRIOR ANNE,3,L Fulford,Maiden,400,6,28.3,22.80,15.40,M,8.64,23.79,Tommy Shelby,Esfahan,B,20 Jul 2023,0.0594750000
Warragul,04 Feb 25,2,WHISKEY BRAWL,4,J Sharp,Maiden,400,5,28.7,12.80,10.89,S,8.74,23.48,Whiskey Riot,Spandau Ballet,D,06 Jun 2023,0.0587000000
Warragul,04 Feb 25,2,STRIKE IT MIKE,6,S Crawford,Maiden,400,3,34.2,9.80,5.61,M,8.48,23.11,Aston Rupee,Ants In Pants,D,18 Apr 2023,0.0577750000
Warragul,04 Feb 25,2,ARKA AIR,7,B Sykes,Maiden,400,1,24.1,1.40,0,Q,8.25,22.72,Zambora Brockie,Good Girl Sandy,B,17 Sep 2022,0.0568000000
Warragul,04 Feb 25,2,WHY NOT ZACH,8,G Carter,Maiden,400,4,31.0,22.80,10.09,S,8.60,23.42,My Redeemer,Why Not Luv,D,23 Feb 2023,0.0585500000
Warragul,04 Feb 25,3,SHADY LADY,1,M Height,Maiden,400,6,27.5,3.40,9.10,M,8.49,23.59,Feral Franky,Queen Kathleen,B,08 Apr 2023,0.0589750000
Warragul,04 Feb 25,3,JAMS DONUTS,2,J Bosnich,Maiden,400,4,25.6,6.80,7.41,S,8.63,23.47,Barcia Bale,Fernando Cazz,B,01 Nov 2022,0.0586750000
Warragul,04 Feb 25,3,BALLET MISTRESS,3,D Sharp,Maiden,400,7,27.5,13.40,11.44,S,8.98,23.75,Whiskey Riot,Spandau Ballet,B,06 Jun 2023,0.0593750000
Warragul,04 Feb 25,3,ALLIE,5,S Richards,Maiden,400,5,25.0,13.40,7.71,M,8.52,23.49,Hard Style Rico,Strada,B,17 Dec 2022,0.0587250000
Warragul,04 Feb 25,3,ANGRY ELLIE,6,A Campbell,Maiden,400,1,25.3,7.60,0,M,8.31,22.95,Aussie Infrared,Morticia,B,14 Dec 2022,0.0573750000
Warragul,04 Feb 25,3,FLYING PETRUS,7,G Jose,Maiden,400,3,37.0,5.80,3.56,S,8.59,23.20,Bernardo,Classy Blaze,D,24 May 2023,0.0580000000
Warragul,04 Feb 25,3,SARILDA,8,M Clark,Maiden,400,2,28.1,3.50,2.47,M,8.47,23.12,Aston Rupee,Distant Star,B,20 Jan 2023,0.0578000000
Warragul,04 Feb 25,4,SPICY LA VIDA,1,R Kerr,Maiden,460,2,28.4,8.70,3.56,Q,6.54,25.93,Aston Rupee,Lavish Diamond,B,07 Jul 2023,0.0563695652
Warragul,04 Feb 25,4,BLACKFOOT DAISY,3,B Stockdale,Maiden,460,5,30.1,33.70,13.80,S,6.77,26.65,Aston Rupee,Bessie's Daisy,D,18 Oct 2022,0.0579347826
Warragul,04 Feb 25,4,LITTLE CHATTER,6,G Jose,Maiden,460,4,25.5,8.50,6.87,Q,6.66,26.16,Lots Of Chatter,You Bug Me,B,22 Feb 2023,0.0568695652
Warragul,04 Feb 25,4,ASTON NELSON,7,V Wisener,Maiden,460,1,35.4,1.70,0,Q,6.52,25.68,Hooked On Scotch,Aston Suzette,D,17 Apr 2023,0.0558260870
Warragul,04 Feb 25,4,SECRETS WE KEEP,8,D Douch,Maiden,460,3,35.4,2.80,5.34,S,6.78,26.05,Aston Rupee,Speedy Bella,D,03 Apr 2023,0.0566304348
Warragul,04 Feb 25,5,JUMBUK GERHARD,1,B Joske,Mixed 6/7,400,3,33.6,12.20,8.74,M,8.45,22.97,Bernardo,Crimson Vixen,D,18 Mar 2023,0.0574250000
Warragul,04 Feb 25,5,EDINBURGH BALE,2,T Kennedy-Harris,Mixed 6/7,400,6,31.1,34.70,9.54,M,8.66,23.03,Fernando Bale,Idria Bale,D,18 Mar 2022,0.0575750000
Warragul,04 Feb 25,5,ASTON RAYNER,3,V Wisener,Mixed 6/7,400,1,33.1,1.10,0,M,8.19,22.36,Tommy Shelby,Aston Mirage,D,20 Apr 2023,0.0559000000
Warragul,04 Feb 25,5,PAW ILLABO,5,R Camilleri,Mixed 6/7,400,5,30.8,13.90,9.50,M,8.67,23.03,Christo Bale,Wanna Allen,B,16 Feb 2023,0.0575750000
Warragul,04 Feb 25,5,PAW LINDEN,6,R Camilleri,Mixed 6/7,400,4,31.9,20.30,8.86,S,8.59,22.98,Jackslittlething,Idria Bale,D,03 Feb 2023,0.0574500000
Warragul,04 Feb 25,5,VIVA LA VIDA,7,B Mackie,Mixed 6/7,400,7,30.7,58.90,10.39,M,8.59,23.09,Bernardo,Juniper Pearl,B,13 Feb 2022,0.0577250000
Warragul,04 Feb 25,5,CLYDE,8,S Richards,Mixed 6/7,400,2,32.1,21.00,6.34,M,8.28,22.81,Hard Style Rico,Strada,D,17 Dec 2022,0.0570250000
Warragul,04 Feb 25,6,BLACK VIPER,1,M Clark,Free For All,400,2,33.9,2.90,1.20,Q,8.29,22.49,Aston Dee Bee,Lady Pandora,D,14 Jun 2021,0.0562250000
Warragul,04 Feb 25,6,ASTON CORLEONE,2,G Jose,Free For All,400,1,33.3,1.60,0,M,8.38,22.41,Aston Dee Bee,Aston Lights,D,01 Aug 2022,0.0560250000
Warragul,04 Feb 25,6,JUNIOR'S MATE,3,D Johnston,Free For All,400,3,32.5,13.10,4.44,M,8.34,22.72,Fernando Bale,Mystic Riot,D,07 Jul 2021,0.0568000000
Warragul,04 Feb 25,6,PRETTY FOLLIE,7,D Kerr,Free For All,400,5,27.7,9.80,6.99,M,8.41,22.90,My Redeemer,Captain Jackie,B,08 Mar 2023,0.0572500000
Warragul,04 Feb 25,6,ORBIT BALE,8,L Harris,Free For All,400,4,36.9,18.70,4.49,M,8.52,22.72,Barcia Bale,Ivoria Bale,D,29 Nov 2021,0.0568000000
Warragul,04 Feb 25,7,PAW QUEBEC,1,R Camilleri,Mixed 6/7,460,4,34.3,21.90,10.14,S,6.70,26.27,Yozo Bale,Quina Bale,D,10 Mar 2023,0.0571086957
Warragul,04 Feb 25,7,ULTIMATE WARRIOR,2,D Kerr,Mixed 6/7,460,2,32.1,3.20,5.07,M,6.63,25.91,Aussie Infrared,Hook Along Book,D,08 Jul 2023,0.0563260870
Warragul,04 Feb 25,7,FIRE UP MARK,3,P Cusack,Mixed 6/7,460,7,35.6,6.70,14.64,M,6.78,26.58,Aussie Infrared,Ice Gambler,D,02 Nov 2022,0.0577826087
Warragul,04 Feb 25,7,ON SONG BOBBY,6,J Daffy,Mixed 6/7,460,5,32.5,59.00,11.11,M,6.77,26.34,Beast Unleashed,Joe's Dolly,D,11 Jul 2022,0.0572608696
Warragul,04 Feb 25,7,MAKE ME KING,7,H Whelan,Mixed 6/7,460,1,34.5,1.70,0,Q,6.42,25.56,Feral Franky,Pankhurst,D,17 Feb 2023,0.0555652174
Warragul,04 Feb 25,7,SALLY CAN WAIT,8,M Clark,Mixed 6/7,460,6,30.9,32.90,12.56,M,6.70,26.44,Kuro Kismet,Riviera Cruz,B,11 May 2023,0.0574782609
Warragul,04 Feb 25,8,FOLLOW THE SUN,2,B Mackie,Mixed 4/5,460,4,35.8,19.00,3.93,S,6.70,26.55,Bernardo,Juniper Pearl,D,13 Feb 2022,0.0577173913
Warragul,04 Feb 25,8,RYDER'S MAGIC,3,D Langley,Mixed 4/5,460,8,36.5,22.50,8.04,M,6.49,26.83,Aston Dee Bee,Sharni's My Girl,D,16 Jun 2022,0.0583260870
Warragul,04 Feb 25,8,BANKRUPT,4,I Dann,Mixed 4/5,460,6,35.5,54.00,4.16,M,6.53,26.56,Konomi,Call Me Bubbles,D,12 Dec 2020,0.0577391304
Warragul,04 Feb 25,8,ACACIA ROCKET,5,D Kerr,Mixed 4/5,460,3,30.8,3.10,3.03,M,6.53,26.48,My Redeemer,Westdale Anne,D,19 Dec 2021,0.0575652174
Warragul,04 Feb 25,8,ASTON FREDDIE,6,V Wisener,Mixed 4/5,460,2,32.6,2.10,2.63,S,6.66,26.46,Hooked On Scotch,Aston Suzette,D,17 Apr 2023,0.0575217391
Warragul,04 Feb 25,8,MORE BEER PLEASE,7,J Sharp,Mixed 4/5,460,1,31.9,8.30,0,M,6.54,26.27,Feral Franky,Junk Food Junkie,D,13 Nov 2022,0.0571086957
Warragul,04 Feb 25,8,KELLY JANE,8,B Joske,Mixed 4/5,460,5,27.4,7.80,4.01,S,6.70,26.55,Koblenz,Xalynn Bale,B,10 Oct 2022,0.0577173913
Warragul,04 Feb 25,9,TANGELA BALE,1,R Camilleri,Grade 5,400,6,28.2,2.60,8.73,M,8.65,23.39,Dyna Villa,Quail Bale,B,09 Apr 2021,0.0584750000
Warragul,04 Feb 25,9,ASTON JALAPENO,3,C Mackie,Grade 5,400,5,33.2,3.60,6.96,M,8.58,23.27,Aston Dee Bee,Aston Lopez,D,23 Mar 2022,0.0581750000
Warragul,04 Feb 25,9,SODA DUKE,4,J Daffy,Grade 5,400,2,33.7,13.50,3.63,M,8.50,23.03,Fernando Bale,Soda Girl,D,09 Dec 2021,0.0575750000
Warragul,04 Feb 25,9,XISAN BALE,5,T Kennedy-Harris,Grade 5,400,1,31.4,18.40,0,M,8.51,22.78,Droopys Sydney,Winnie Allen,D,27 Feb 2022,0.0569500000
Warragul,04 Feb 25,9,HIGH FINANCE,6,C Fulford,Grade 5,400,3,25.7,24.50,4.71,M,8.58,23.11,Bewildering,How High Jazz,B,15 Jan 2022,0.0577750000
Warragul,04 Feb 25,9,SWAN ATTITUDE,7,G Jose,Grade 5,400,7,31.3,3.50,18.31,M,8.84,24.06,Aussie Infrared,Sweet Waterloo,D,24 Aug 2022,0.0601500000
Warragul,04 Feb 25,9,INTERSTATE GIRL,8,J Sharp,Grade 5,400,8,27.4,17.60,20.67,M,8.85,24.23,Superior Panama,Really Unreal,B,26 May 2022,0.0605750000
Warragul,04 Feb 25,10,PAW PAVLOV,1,R Camilleri,Grade 5,400,5,30.9,2.70,5.56,M,8.79,23.11,Js Flamin Ace,Dyna Adria,D,01 Jul 2022,0.0577750000
Warragul,04 Feb 25,10,RAGIN' ABLETT,3,J Wickham,Grade 5,400,6,32.0,15.50,6.76,M,8.68,23.19,Dyna Villa,Hurricane Queen,D,12 Apr 2021,0.0579750000
Warragul,04 Feb 25,10,TERRORISING TOM,5,C Fulford,Grade 5,400,2,30.1,32.70,4.19,M,8.58,23.01,Tommy Shelby,Chloe Louise,D,31 Dec 2021,0.0575250000
Warragul,04 Feb 25,10,JUMBUK JOHNNY,6,B Joske,Grade 5,400,1,35.9,2.10,0,M,8.35,22.72,Bernardo,Crimson Vixen,D,18 Mar 2023,0.0568000000
Warragul,04 Feb 25,10,JUICY GOSSIP,8,D Sharp,Grade 5,400,3,25.6,5.90,4.26,S,8.70,23.02,High Earner,Devel Sixteen,B,13 Feb 2023,0.0575500000
Warragul,04 Feb 25,11,ON THE COIN,1,S Richards,Grade 5,400,2,35.4,1.60,0.71,M,8.32,22.81,Fernando Bale,Miss Vane,D,17 Feb 2021,0.0570250000
Warragul,04 Feb 25,11,RADEBE,2,S Van Oirschot,Grade 5,400,8,33.3,6.80,23.99,M,8.85,24.43,Zambora Brockie,Miss Dee Meadows,D,14 Nov 2020,0.0610750000
Warragul,04 Feb 25,11,ASTON MASSIMO,3,D Condon,Grade 5,400,4,33.7,7.80,2.21,M,8.55,22.91,Tommy Shelby,Aston Meilleur,D,16 Apr 2022,0.0572750000
Warragul,04 Feb 25,11,ZIPPING VELMA,4,R Camilleri,Grade 5,400,7,27.8,28.50,9.76,S,8.71,23.44,Aston Rupee,Zipping Magda,B,23 Dec 2022,0.0586000000
Warragul,04 Feb 25,11,SEARCH HISTORY,5,S Kaltsis,Grade 5,400,1,37.2,7.80,0,M,8.20,22.76,Zipping Garth,Bunning Snag,D,07 Nov 2021,0.0569000000
Warragul,04 Feb 25,11,WHY NOT JULES,6,L Carter,Grade 5,400,6,30.3,27.50,9.09,M,8.68,23.39,Bernardo,Why Not Ginger,B,09 Sep 2020,0.0584750000
Warragul,04 Feb 25,11,BLISSFUL RAIN,7,B Mackie,Grade 5,400,5,29.3,20.30,2.84,S,8.67,22.95,Feral Franky,Will It Rain,B,08 May 2022,0.0573750000
Warragul,04 Feb 25,11,QUESTON BALE,8,T Kennedy-Harris,Grade 5,400,3,34.3,39.80,2.03,M,8.46,22.90,Orson Allen,Hae Allen,D,22 Aug 2021,0.0572500000
Warragul,04 Feb 25,12,CELTIC BOUY,1,S Van Oirschot,Grade 5,400,1,28.3,4.70,0,Q,8.34,22.79,Keybow,Bogie Classic,D,22 May 2020,0.0569750000
Warragul,04 Feb 25,12,GALLOPING SUZIE,2,I Dann,Grade 5,400,5,24.5,17.20,2.43,Q,8.59,22.96,My Redeemer,In Orbit,B,24 May 2021,0.0574000000
Warragul,04 Feb 25,12,MORE WINE PLEASE,3,J Sharp,Grade 5,400,6,29.8,3.10,4.84,M,8.67,23.12,Feral Franky,Junk Food Junkie,B,13 Nov 2022,0.0578000000
Warragul,04 Feb 25,12,SPICY SIREN,4,B Connolly,Grade 5,400,3,23.3,17.70,0.40,Q,8.41,22.81,Fernando Bale,Captain Jackie,B,15 Aug 2021,0.0570250000
Warragul,04 Feb 25,12,RIVIERA BALE,5,T Kennedy-Harris,Grade 5,400,2,35.2,6.10,0.04,M,8.55,22.79,Orson Allen,Hae Allen,D,22 Aug 2021,0.0569750000
Warragul,04 Feb 25,12,WISDOM BALE,6,L Harris,Grade 5,400,8,25.8,37.30,6.01,M,8.69,23.21,Jarvis Bale,Ethla Allen,B,24 Jul 2022,0.0580250000
Warragul,04 Feb 25,12,LAPIS LAZULI,7,D Crawford,Grade 5,400,7,29.7,11.00,5.31,M,8.52,23.16,Fernando Bluey,Jacqui Shoshone,B,14 Mar 2022,0.0579000000
Warragul,04 Feb 25,12,BEST OF COLOUR,8,J Reynolds,Grade 5,400,4,32.9,4.00,2.37,M,8.62,22.95,Whiskey Riot,Cooler Colour,D,17 Nov 2021,0.0573750000
Meadows (MEP),05 Feb 25,1,ASTON YAMATO,1,C Treherne,Maiden Heat,525,7,32.2,11.30,23.57,M,5.17,31.58,Aston Kimetto,Aston Komuni,D,06 Jul 2023,0.0601523810
Meadows (MEP),05 Feb 25,1,MONKEY RIOT,2,D Sharp,Maiden Heat,525,5,33.0,25.10,17.50,S,5.35,31.16,Whiskey Riot,Spandau Ballet,D,06 Jun 2023,0.0593523810
Meadows (MEP),05 Feb 25,1,TRIBECA,3,B Ennis,Maiden Heat,525,1,35.3,1.90,0,Q,5.03,29.93,Aston Rupee,Elevated,D,30 Jan 2023,0.0570095238
Meadows (MEP),05 Feb 25,1,WESTAR LEO,4,J Britton,Maiden Heat,525,3,32.8,9.10,16.51,S,5.29,31.09,Barcia Bale,Suntory Rose,D,10 May 2023,0.0592190476
Meadows (MEP),05 Feb 25,1,STRUCK THE LOT,5,R Le Sueur,Maiden Heat,525,6,27.4,3.90,18.54,M,5.15,31.23,Big Ginger Boy,Sunstruck,B,07 Apr 2023,0.0594857143
Meadows (MEP),05 Feb 25,1,RED HOT PRETTY,6,D Burley,Maiden Heat,525,8,27.2,66.10,27.14,M,5.21,31.83,Feral Franky,Pretty Mouse,B,30 May 2023,0.0606285714
Meadows (MEP),05 Feb 25,1,TOMMY SPARKLE,7,T Dailly,Maiden Heat,525,2,30.8,7.40,14.20,S,5.26,30.92,Tommy Shelby,Mepunga Sparkle,D,21 Jan 2023,0.0588952381
Meadows (MEP),05 Feb 25,1,SEEK TO CLAIM,8,A Langton,Maiden Heat,525,4,29.6,64.40,17.37,S,5.43,31.15,Aston Rupee,Go Seek Heidi,D,18 Feb 2023,0.0593333333
Meadows (MEP),05 Feb 25,2,OSPREY CHRONOS,1,A Langton,Maiden Heat,525,4,31.5,7.20,10.36,M,5.47,31.04,Aston Rupee,Mepunga Katie,D,30 Mar 2023,0.0591238095
Meadows (MEP),05 Feb 25,2,WYONG JAMESON,2,T Dailly,Maiden Heat,525,6,27.1,12.90,11.91,M,5.49,31.15,Fernando Bale,Gypsy Wyong,B,04 May 2023,0.0593333333
Meadows (MEP),05 Feb 25,2,MY RULES,3,J Nolan,Maiden Heat,525,7,29.1,14.70,12.70,S,5.35,31.21,My Redeemer,Hightan,D,21 Dec 2022,0.0594476190
Meadows (MEP),05 Feb 25,2,HOT NANU,4,J Sharp,Maiden Heat,525,2,32.3,13.30,4.47,M,5.26,30.63,Fernando Bale,Js Makin Waves,D,25 May 2023,0.0583428571
Meadows (MEP),05 Feb 25,2,ASTON VICTORIA,5,C Treherne,Maiden Heat,525,8,30.0,75.90,24.53,S,5.47,32.03,Aston Fastnet,Aston Ultra,B,11 Feb 2023,0.0610095238
Meadows (MEP),05 Feb 25,2,DOONGALLA ROCKET,6,C Grenfell,Maiden Heat,525,1,31.7,3.40,0,M,5.10,30.32,Hooked On Scotch,Joe's Dolly,D,01 Jun 2023,0.0577523810
Meadows (MEP),05 Feb 25,2,UNIVERSITY,7,B Ennis,Maiden Heat,525,5,29.8,2.40,11.37,M,5.24,31.11,Plaintiff,Shallow Witts,B,02 Jun 2023,0.0592571429
Meadows (MEP),05 Feb 25,2,BRING IT,8,J Britton,Maiden Heat,525,3,33.1,9.80,9.74,M,5.22,31.00,Barcia Bale,Suntory Rose,D,10 May 2023,0.0590476190
Meadows (MEP),05 Feb 25,3,GOLD CLASS COOL,1,P Burley,Maiden Heat,525,1,30.5,10.00,0,Q,5.23,30.85,Feral Franky,Pretty Mouse,D,30 May 2023,0.0587619048
Meadows (MEP),05 Feb 25,3,WARREGO RAIN,2,A Langton,Maiden Heat,525,4,32.3,6.20,10.23,M,5.23,31.57,Barcia Bale,Suntory Rose,D,10 May 2023,0.0601333333
Meadows (MEP),05 Feb 25,3,SHAQ IN BLACK,3,A Hunter,Maiden Heat,525,6,37.6,5.30,17.43,M,5.26,32.07,Aussie Infrared,She's A Blazin',D,03 Jun 2023,0.0610857143
Meadows (MEP),05 Feb 25,3,FAST KNOCKDOWN,5,M Lanigan,Maiden Heat,525,3,27.5,8.90,3.63,M,5.28,31.11,Aussie Infrared,Frank's Girl,B,21 Apr 2023,0.0592571429
Meadows (MEP),05 Feb 25,3,SMOOTH BLAST,6,T Dailly,Maiden Heat,525,5,32.1,15.80,14.51,S,5.33,31.87,Good News,Smooth Bourbski,D,13 Apr 2023,0.0607047619
Meadows (MEP),05 Feb 25,3,DESIRED RANGE,8,D Sharp,Maiden Heat,525,2,33.6,3.70,1.49,S,5.30,30.96,Koblenz,Valletta Mist,D,10 May 2023,0.0589714286
Meadows (MEP),05 Feb 25,4,TAKE WHATEVER,1,A Helleren,Maiden Heat,525,4,27.3,24.10,10.20,M,5.43,31.22,Aston Rupee,Whatever I Want,B,19 Feb 2023,0.0594666667
Meadows (MEP),05 Feb 25,4,REGENCY BOY,2,A Langton,Maiden Heat,525,7,32.3,22.50,15.26,M,5.33,31.57,Barcia Bale,Suntory Rose,D,10 May 2023,0.0601333333
Meadows (MEP),05 Feb 25,4,ETHANOL SECRET,3,T Dailly,Maiden Heat,525,1,32.0,3.30,0,M,5.33,30.51,Fernando Bale,My Ethanol,D,19 Feb 2023,0.0581142857
Meadows (MEP),05 Feb 25,4,WITHOUT A TRACE,4,P Presutto,Maiden Heat,525,3,26.3,5.30,6.87,Q,5.15,30.99,Houdini Boy,My Reflection,B,21 Apr 2023,0.0590285714
Meadows (MEP),05 Feb 25,4,DOONGALLA DON,5,C Grenfell,Maiden Heat,525,6,35.0,34.20,11.37,M,5.27,31.30,Hooked On Scotch,Joe's Dolly,D,01 Jun 2023,0.0596190476
Meadows (MEP),05 Feb 25,4,CHILLI CRUMPET,6,D Sharp,Maiden Heat,525,5,26.8,79.60,10.40,M,5.29,31.23,Fernando Bale,Js Makin Waves,B,25 May 2023,0.0594857143
Meadows (MEP),05 Feb 25,4,ASTON HARUTO,7,C Treherne,Maiden Heat,525,8,31.5,34.70,16.50,M,5.17,31.66,Aston Kimetto,Aston Komuni,D,06 Jul 2023,0.0603047619
Meadows (MEP),05 Feb 25,4,LEGACY,8,J Thompson,Maiden Heat,525,2,32.7,1.80,2.39,M,5.19,30.67,Plaintiff,Shallow Witts,D,02 Jun 2023,0.0584190476
Meadows (MEP),05 Feb 25,5,PAYBACK,1,T Reid,Restricted Win Heat,600,4,27.7,3.00,10.16,M,9.55,35.08,Handsome Prince,Pay Call,B,08 Jun 2022,0.0584666667
Meadows (MEP),05 Feb 25,5,POCKET MOUSE,2,J Formosa,Restricted Win Heat,600,5,28.9,5.90,12.13,M,9.36,35.22,Feral Franky,Sevilla,B,11 Dec 2022,0.0587000000
Meadows (MEP),05 Feb 25,5,CROCODILE ROLL,3,M Marshall,Restricted Win Heat,600,2,32.1,4.20,3.19,M,9.08,34.60,Aston Rupee,Margie Irene,D,05 Dec 2022,0.0576666667
Meadows (MEP),05 Feb 25,5,PALDRON BALE,4,S Grenfell,Restricted Win Heat,600,7,31.0,36.00,14.73,M,9.50,35.40,Fernando Bale,Houston Bale,D,23 Mar 2022,0.0590000000
Meadows (MEP),05 Feb 25,5,SUNSET WISP,5,T Dailly,Restricted Win Heat,600,1,26.1,3.10,0,S,8.94,34.37,Feral Franky,Sunset Bourbski,B,14 Feb 2023,0.0572833333
Meadows (MEP),05 Feb 25,5,ALMOST IMMINENT,6,J Chilcott,Restricted Win Heat,600,8,28.7,68.80,19.13,M,9.52,35.71,Superior Panama,Imminent,B,04 Mar 2022,0.0595166667
Meadows (MEP),05 Feb 25,5,VARSITY BALE,7,S Grenfell,Restricted Win Heat,600,6,38.1,37.40,14.61,M,9.12,35.40,Christo Bale,Dyna Romy,D,07 Apr 2022,0.0590000000
Meadows (MEP),05 Feb 25,5,REIKO DUSTY,8,A Fry,Restricted Win Heat,600,3,33.1,23.70,7.06,M,9.24,34.87,Orson Allen,Star Reiko,D,03 Mar 2022,0.0581166667
Meadows (MEP),05 Feb 25,6,LITTLE DARL,1,D Robertson,Grade 5,525,3,27.1,9.60,6.43,M,5.19,30.79,Aston Rupee,Star Of Jasmine,B,29 Sep 2022,0.0586476190
Meadows (MEP),05 Feb 25,6,SECRET EMGRAND,3,J Chilcott,Grade 5,525,6,29.3,18.10,11.87,M,5.33,31.17,Aussie Infrared,Classy Emgrand,B,13 Dec 2021,0.0593714286
Meadows (MEP),05 Feb 25,6,AVIATION,4,D Gibbons,Grade 5,525,1,31.7,3.80,0,Q,5.10,30.34,Zambora Brockie,Aston Daiquiri,D,08 May 2023,0.0577904762
Meadows (MEP),05 Feb 25,6,BABY GIRL PEARL,5,B Pursell,Grade 5,525,4,28.5,2.90,6.86,M,5.17,30.82,Aussie Infrared,Little Tubbsy,B,04 Nov 2022,0.0587047619
Meadows (MEP),05 Feb 25,6,LUCKY LISA,6,J Shaw,Grade 5,525,5,29.0,9.80,9.21,M,5.21,30.99,Fernando Bale,Mepunga Spectre,B,01 Mar 2023,0.0590285714
Meadows (MEP),05 Feb 25,6,BIG TUNA,7,P Bouchier,Grade 5,525,2,34.6,8.10,4.46,M,5.31,30.65,Shima Shine,Love Made Me,D,06 Oct 2021,0.0583809524
Meadows (MEP),05 Feb 25,6,JAMES'S ENTITY,8,M Collyer,Grade 5,525,7,32.5,8.70,15.90,M,5.29,31.45,Aston Dee Bee,Zara's Entity,D,08 Jan 2022,0.0599047619
Meadows (MEP),05 Feb 25,7,BUNDY PARADISE,1,W Rudd,Restricted Win Heat,600,8,32.0,10.00,12.66,M,9.21,35.71,Shima Shine,Mepunga Molly,D,28 Feb 2022,0.0595166667
Meadows (MEP),05 Feb 25,7,ESPRESSO BABE,2,D Keanelly,Restricted Win Heat,600,7,25.7,62.00,12.64,M,9.55,35.71,My Redeemer,Miss Caitlyn,B,20 Oct 2021,0.0595166667
Meadows (MEP),05 Feb 25,7,SIR DODGE,3,B Pursell,Restricted Win Heat,600,2,34.2,9.00,7.93,M,9.32,35.38,Sh Avatar,Settled,D,28 Apr 2022,0.0589666667
Meadows (MEP),05 Feb 25,7,BLACK THUMB,4,J Formosa,Restricted Win Heat,600,4,31.0,24.30,9.50,M,9.41,35.49,Bernardo,Manila Rose,B,27 Jan 2022,0.0591500000
Meadows (MEP),05 Feb 25,7,PAW IMPERIAL,5,S Grenfell,Restricted Win Heat,600,6,31.3,3.20,9.94,S,9.57,35.52,Christo Bale,Dyna Uni,D,06 Jan 2023,0.0592000000
Meadows (MEP),05 Feb 25,7,BUN QUAKE,6,S Brincat,Restricted Win Heat,600,3,29.9,7.10,9.16,M,9.79,35.46,Droopys Sydney,Gypsy Bun,D,03 Jun 2022,0.0591000000
Meadows (MEP),05 Feb 25,7,UPSET SUNSET,7,T Dailly,Restricted Win Heat,600,1,28.8,2.80,0,M,9.14,34.82,Feral Franky,Sunset Bourbski,B,14 Feb 2023,0.0580333333
